,film_id,title,cast,my_title,my_rating,budget,id,imdb_id,original_language,overview,poster_path,revenue,runtime,votes,imdb_rating,year,genre
374,374,For Your Consideration,,FOR YOUR CONSIDERATION,6,12000000,14799,tt0470765,en,"Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",/lLSeBuqgWYJ4MZt18prqtWRTlof.jpg,5542025,86,12755,6.3,2006,COMEDY
375,375,In the Loop,JAMES GANDOLFINI,IN THE LOOP,8,0,19833,tt1226774,en,"The US President and the UK Prime Minister are looking to launch a war in the Middle East. The plot follows government officials and advisers in their behind-the-scenes efforts either to promote the war or prevent it. Spinal Tap meets Strangelove. A satirical demolition of Whitehall and Washington: politically astute, hilarious and terrifyingly real.",/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,6149791,106,47920,7.5,2009,COMEDY
376,376,The Other Guys,"WILL FERRELL,MARK WALBHERG",THE OTHER GUYS,6,100000000,27581,tt1386588,en,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",/b4mYjC8kKx32BnCNBQeDCA76WBd.jpg,170432927,107,207858,6.7,2010,COMEDY
377,377,Harry Potter and the Order of the Phoenix,"DANIEL RADCLIFFE,GARY OLDMAN,RUPERT GRINT,EMMA WATSON",HARRY POTTER AND THE ORDER OF PHOENIX,7,150000000,675,tt0373889,en,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students Ã_Â¢ÂŒÃ_ÂŒÃ± dubbed 'Dumbledore's Army' Ã_Â¢ÂŒÃ_ÂŒÃ± to defend themselves against the dark arts.",/4YnLxYLHhT4UQ8i9jxAXWy46Xuw.jpg,938212738,138,408850,7.5,2007,ADVENTURE
378,378,Hearts of Darkness: A Filmmaker's Apocalypse,"FRANCIS FORD COPPOLA,ELANOR COPPOLA",HEARTS OF DARKNESS,9,0,4539,tt0102015,en,"A chronicle of the production problems Ã_Â¢ÂŒÃ_ÂŒÃ® including bad weather, actors' health, war near the filming locations, and more Ã_Â¢ÂŒÃ_ÂŒÃ® which plagued the filming of Apocalypse Now, increasing costs and nearly destroying the life and career of Francis Ford Coppola.",/iQLXcATpUxrRdEzxoDqzCgYllnT.jpg,0,96,15519,8.2,1991,DOCUMENTARY
379,379,Rounders,"MATT DAMON,ED NORTON,JOHN MALKOVICH",ROUNDERS,8,12000000,10220,tt0128442,en,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,/j5IzmdWdO5CqgeoyJLZ1dO7w375.jpg,22921898,121,129608,7.3,1998,SPORTS
380,380,Step Brothers,WILL FERRELL,STEP BROTHERS,4,65000000,12133,tt0838283,en,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",/tDFNUuYkQ4ZeAlrBHeTtimAumXo.jpg,128107642,98,231474,6.9,2008,COMEDY
381,381,This Is Spinal Tap,"ROB REINER,HARRY SHEARER",THIS IS SPINAL TAP,8,2500000,11031,tt0088258,en,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",/2VDPeoPJ2bKdmfuJxxCktx1hr5g.jpg,4736202,82,113865,8,1984,COMEDY
382,382,Chinese Coffee,AL PACINO,CHINESE COFFEE,7.5,0,49511,tt0118852,en,"When Harry Levine, an aging, unsuccessful Greenwich Village writer is fired from his job as restaurant doorman, he calls on friend and mentor Jake, ostensibly to collect a long-standing debt. Harry solicits his opinion on his latest manuscript, a work of semi-fiction based on their longtime friendship. Although he initially denies having read it, Jake later attacks it on aesthetic grounds, and deep-seated feelings of betrayal and jealousy surface and lead to a traumatic confrontation.",/tYAfn2qEst2MBmC2YokuhhMiTM4.jpg,0,99,3263,7.3,2000,DRAMA
383,383,Boogie Nights,"MARK WHALBERG,JULIANNE MOORE,HEATHER GRAHAM",BOOGIE NIGHTS,7.5,15000000,4995,tt0118749,en,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg,43101594,155,206253,7.9,1997,DRAMA
384,384,Ghost World,"SCARLETT JOHANNSON,THORA BIRCH,STEVE BUSCEMI",GHOST WORLD,7.5,7000000,1548,tt0162346,en,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",/2qdw5cGpXcG56j5pWU4e6UYKk0v.jpg,0,111,102913,7.4,2001,COMICBOOK
385,385,The Social Network,"JESSE EISENBERG,JUSTIN TIMBERLAKE,ANDREW GARFIELD",THE SOCIAL NETWORK,8,40000000,37799,tt1285016,en,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg,224920315,120,533314,7.7,2010,DRAMA
386,386,Scott Pilgrim vs. the World,"MICHAEL CERA,JASON SCHWARTZMEN,CHRIS EVANS",SCOTT PILGRIM V/S THE WORLD,7.5,60000000,22538,tt0446029,en,"Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",/lafRuPbjEQrrHG9QEaoyV2znZC.jpg,47664559,112,309726,7.5,2010,ADVENTURE
387,387,Coffee and Cigarettes,"BILL MURRAY,CATE BLANCHETT,RZA,GZA,THE WHITE STRIPES,ALFRED MOLINA",COFFEE AND CIGARETTES,6,0,883,tt0379217,en,Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg,7897645,96,51936,7.1,2003,DRAMA
388,388,Runaway Jury,"JOHN CUSACK,GENE HACKMAN,DUSTIN HOFFMAN,RACHEL WEISZ",RUNAWAY JURY,6.5,60000000,11329,tt0313542,en,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,/8tBOi178wfUptdoGqJ9iacl1RLc.jpg,80154140,127,81830,7.1,2003,DRAMA
389,389,American History X,ED NORTON,AMERICAN HISTORY X,7,20000000,73,tt0120586,en,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",/fXepRAYOx1qC3wju7XdDGx60775.jpg,23875127,119,878487,8.5,1998,DRAMA
390,390,Old School,"WILL FERRELL,VINCE VAUGHN,LUKE WILSON,ELISHA CUTHBERT",OLD SCHOOL,6,24000000,11635,tt0302886,en,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,/lvcyZumUoA6OBeqcJknfZVTmKKF.jpg,87055349,91,196008,7.1,2003,COMEDY
391,391,"Good Night, and Good Luck.","DAVID STRAITHAIRN,GEORGE CLOONEY,ROBERT DOWNEY JR.",GOOD NIGHT AND GOOD LUCK,7.5,7000000,3291,tt0433383,en,"The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",/2sW2FVIvrYs4NbYKMitjogeFw84.jpg,54600000,93,87699,7.5,2005,DRAMA
392,392,Wall Street: Money Never Sleeps,"MICHAEL DOUGLAS,SHIA LA BEOF",WALL STREET: MONEY NEVER SLEEPS,6.5,70000000,33909,tt1027718,en,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",/fRejmA7n1SIKQaYp4YC0jhONWCs.jpg,134748021,133,89731,6.2,2010,DRAMA
393,393,Adventureland,"JESSE EISENBERG,RYAN REYNOLDS",ADVENTURELAND,7.5,9500000,16614,tt1091722,en,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",/hjSN69srPDuFeUkrChIgZ0Vh3i0.jpg,17164377,107,140634,6.8,2009,TEEN
394,394,How to Train Your Dragon,,HOW TO TRAIN YOUR DRAGON,8,165000000,10191,tt0892769,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast Ã_Â¢ÂŒÃ_ÂŒÃ± which he names Toothless Ã_Â¢ÂŒÃ_ÂŒÃ± much to the chagrin of his warrior father",/hIXX3IRFy0InUOmYeWjvhCAgQNj.jpg,494878759,98,552713,8.1,2010,ANIMATION
395,395,The Town,"BEN AFFLECK,JEREMY RENNER",THE TOWN,8,37000000,23168,tt0840361,en,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her Ã_Â¢ÂŒÃ_ÂŒÃ± but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",/zX4fKmDXKGt4hlzhAJirdlRKFgO.jpg,154026136,125,304623,7.6,2010,CRIME
396,396,I Love You Phillip Morris,"JIM CARREY,EWAN MCGREGOR",I LOVE YOU PHILLIP MORRIS,7,13000000,8952,tt1045772,en,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,20722843,98,83765,6.6,2009,COMEDY
397,397,Star Trek,,STAR TREK,7.5,150000000,13475,tt0796366,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",/6V0CY7pwdDOCDS2XqNWahmIlVYh.jpg,385680446,127,538760,8,2009,SCI-FI
398,398,Charlie Bartlett,"ROBERT DOWNEY JR.,HOPE DAVIS",CHARLIE BARTLETT,7,12000000,8669,tt0423977,en,"Awkward teenager Charlie Bartlett (Anton Yelchin) has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is to appoint himself the resident psychiatrist. He becomes one of the most popular guys in school by doling out advice and, occasionally, medication, to the student body.",/xCirDLSaQwuPhKyQ2kP9AGLidQ0.jpg,0,97,59023,7,2007,DRAMA
399,399,Lemony Snicket's A Series of Unfortunate Events,"JIM CARREY,MERYL STREEP",LEMONY SNICKET'S A SERIES OF UNFORTUNATE EVENTS,6.5,140000000,11774,tt0339291,en,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.  This movie is extremely alarming, an expression which here means ""a thrilling misadventure involving three ingenious orphans and a villainous actor named Count Olaf (Jim Carrey) who wants their enormous fortune.""  It includes a suspicious fire, delicious pasta, Jim Carrey, poorly behaved looches, Billy Connolly, an incredibly deadly viper, Meryl Streep, and the voice of an imposter named Jude Law.",/dHQMAj9E2G2ewjN1aCOPubsZaj1.jpg,209073645,108,175259,6.8,2004,ADVENTURE
400,400,Easy A,EMMA STONE,EASY A ,7,8000000,37735,tt1282140,en,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",/1pgPO3OfSm2inpODMqg2RNmLW90.jpg,74952305,92,308245,7.1,2010,TEEN
401,401,Hot Tub Time Machine,,HOT TUB TIME MACHINE,6,36000000,23048,tt1231587,en,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",/zERxFAXiQdPAfsumIIcBFH8fOVt.jpg,64572262,101,147503,6.4,2010,COMEDY
402,402,TRON: Legacy,"JEFF BRIDGES,OLIVIA WILDE",TRON LEGACY,6.5,170000000,20526,tt1104001,en,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",/vllvystwQjmXzy5OvBKnGl1JREF.jpg,400062763,125,282230,6.8,2010,SCI-FI
403,403,The Fighter,"MARK WHALBERG,CHRISTIAN BALE,AMY ADAMS",THE FIGHTER,8,25000000,45317,tt0964517,en,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",/ytGIpdxYyvXwch5QILfquSTMA9f.jpg,93617009,116,299893,7.8,2010,SPORTS
404,404,True Grit,"JEFF BRIDGES,MATT DAMON",TRUE GRIT,7.5,38000000,44264,tt1403865,en,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",/qc7vaF5fIeTllAykdP3wldlMyRh.jpg,252276927,110,264625,7.6,2010,ADVENTURE
405,405,American Splendor,PAUL GIAMATTI,AMERICAN SPLENDOR,7,0,2771,tt0305206,en,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,/qIJHt9PO13mAuFnHgrJUAq5p8Bf.jpg,6003587,101,44061,7.5,2003,DRAMA
406,406,Annie Hall,"WOODY ALLEN,DIANE KEATON",ANNIE HALL,8,4000000,703,tt0075686,en,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",/bK9bLXwxWuXX5mbq75PZqjvAtfG.jpg,38251425,93,219788,8.1,1977,COMEDY
407,407,Roman Holiday,GREGORY PECK,ROMAN HOLIDAY,8,1500000,804,tt0046250,en,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",/A0JKLHc5rS3uztYl9GDOMwXl1d3.jpg,12000000,119,111115,8.1,1953,DRAMA
408,408,Into the Wild,"EMILE HIRSCH,WILLIAM HURT,CATHERINE KEENER,VINCE VAUGHN",INTO THE WILD,8,15000000,5915,tt0758758,en,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",/lHyYgaocXR6KcJLxVmxZDj115hH.jpg,56255142,148,484574,8.1,2007,ADVENTURE
409,409,Network,"ROBERT DUVALL,FAYE DUNNAWAY",NETWORK,8.5,3800000,10774,tt0074958,en,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,/nFovf0eUlbdGRqjdxETFunUAtI0.jpg,23689877,121,117656,8.1,1976,DRAMA
410,410,Phone Booth,"COLIN FARRELL,KATIE HOLMES,KIEFER SUTHERLAND",PHONE BOOTH,7.5,13000000,1817,tt0183649,en,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",/xIaUpPok8WFnr79EAvgtGsIaJzV.jpg,97837138,81,225612,7.1,2002,THRILLER
411,411,Please Give,"OLIVER PLATT,AMANDA PEET",PLEASE GIVE,7,3000000,40247,tt0878835,en,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",/mNBIDYSjskXxTFgYRuwlsFSsyaZ.jpg,0,90,10314,6.6,2010,DRAMA
412,412,Sea of Love,"AL PACINO,JOHN GOODMAN",SEA OF LOVE,6.5,19000000,12150,tt0098273,en,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",/u4qKcoMKTd1SotrlRcHxontcSbd.jpg,110879513,113,32653,6.8,1989,CRIME
413,413,Frankie and Johnny,"AL PACINO,MICHELLE PFIEFFER",FRANKIE AND JOHNNY,6.5,0,3784,tt0101912,en,"When Johnny is released from prison following a forgery charge, he quickly lands a job as a short-order cook at a New York diner. Following a brief fling with waitress Cora, Frankie develops an attraction for Cora's friend and fellow waitress Frankie. While Frankie resists Johnny's charms initially, she eventually relents when her best friend, Tim, persuades her to give Johnny a chance.",/tkr7unuCYqSKL4PAoqp9eYXb5tm.jpg,22773535,118,24796,6.7,1991,ROMCOM
414,414,Race the Sun,"HALLE BERRY,JAMES BELUSHI",RACE THE SUN,7.5,0,55731,tt0117427,en,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",/odifQ57irGc3k0x85djZ0yT2Inn.jpg,0,100,2808,5.4,1996,ADVENTURE
415,415,Singin' in the Rain,GENE KELLY,SINGIN' IN THE RAIN,8.5,2540800,872,tt0045152,en,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",/d5J53CwrVs6txB8zhE6qS2QhIV.jpg,7200000,103,175297,8.3,1952,MUSICAL
416,416,In Bruges,"COLIN FARRELL,BRENDON GLEESON,RALPF FEINNES",IN BRUGES,8.5,15000000,8321,tt0780536,en,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",/kBABboeLU2HsKWSG7DwiF9saHl5.jpg,34533783,107,337363,7.9,2008,DRAMA
417,417,It's Kind of a Funny Story,"ZACH GALIFIANAKIS,EMMA ROBERTS",IT'S KIND OF A FUNNY STORY,7.5,8000000,43923,tt0804497,en,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,/wADblWdHMk2SIaZRBazTGOTBf4w.jpg,6491240,101,117834,7.1,2010,DRAMA
418,418,Black Swan,"NATALIE PORTMAN,MILA KUNIS,VINCENT CASSEL,WINONA RYDER",BLACK SWAN,8,13000000,44214,tt0947798,en,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",/dQ7uxvsVTspVIsqjfgQj8usJpwX.jpg,327803731,108,605929,8,2010,DRAMA
419,419,The Graduate,"DUSTIN HOFFMAN,ANNE BANCROFT",THE GRADUATE,8,3000000,37247,tt0061722,en,"Benjamin, a recent college graduate is very worried about his future, he then finds himself in a love triangle with an older woman and her daughter.",/AuFvrbtWSPiBPIv9ewH2DV4nhCD.jpg,104945305,106,226353,8,1967,DRAMA
420,420,Inside Job,MATT DAMON(NARRATION),INSIDE JOB,8,2000000,44639,tt1645089,en,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",/r4kzTrzuxapUVFPhocBXKQwEKm4.jpg,7871522,109,62165,8.3,2010,DOCUMENTARY
421,421,DodgeBall: A True Underdog Story,"VINCE VAUGHN,BEN STILLER",DODGEBALL,7,20000000,9472,tt0364725,en,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",/sgTJCyuZSJJt9LatGHolpCpqg1m.jpg,167722310,92,201798,6.7,2004,COMEDY
422,422,Morning Glory,"RACHEL MCADAMS,HARRISON FORD,DIANE LANE",MORNING GLORY,6,40000000,38357,tt1126618,en,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",/bGBS0EUj2BMGcpoxdx190hUj4PY.jpg,58785180,102,63503,6.5,2010,COMEDY
423,423,Exit Through the Gift Shop,BANKSY,EXIT THROUGH THE GIFT SHOP,8,0,39452,tt1587707,en,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",/fT6dysu7vxVGEZInDQzZ209RdSI.jpg,4790751,87,55851,8,2010,DOCUMENTARY
424,424,"I Love You, Man",PAUL RUDD,"I LOVE YOU, MAN",7.5,41000000,16538,tt1155056,en,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",/gFL5cazCOhgsoO2mQuYPMdFekfE.jpg,91636986,105,177466,7,2009,COMEDY
425,425,Ali G Indahouse,"SACHA BARON COHEN,RHONA MITRA",ALI G IN DA HOUSE,7,0,9298,tt0284837,en,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",/pjKvQrVpekshVM6DUDOt3ImhAVH.jpg,0,85,74497,6.2,2002,COMEDY
426,426,Requiem for a Dream,JENIFER CONNELLY,REQUIEM FOR A DREAM,8.5,4500000,641,tt0180093,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,7390108,102,646813,8.3,2000,DRAMA
427,427,Sita Sings the Blues,,SITA SINGS THE BLUES,8,0,20529,tt1172203,en,"The movie is about Sita, the Hindu Goddess from the epic ""The Ramayana"", who accompanies Lord Rama on a 14 year exile in forest. Sita is abducted by Ravana, the ruler of Lanka. This movie tells the story of Rama and Sita, along-with a biographical account of the director's relationship with her husband. It intersperses events from the Ramayana, light-hearted but knowledgeable discussion of historical background by a trio of Indian shadow puppets, musical interludes voiced with archival tracks by Annette Hanshaw and scenes from the artist's own life. The ancient mythological and modern biographical plot are parallel tales, sharing numerous themes.",/hMDmzpI9lhTUAVGyU1ooEFpnjEp.jpg,0,82,3861,7.7,2008,ANIMATION
428,428,Children of Men,CLIVE OWEN,CHILDREN OF MEN,8.5,76000000,9693,tt0206634,en,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",/gZ6i32Da76EUxta06GL2BxpC4Cn.jpg,69959751,109,399234,7.9,2006,SCI-FI
429,429,Gattaca,"ETHAN HAWKE,JUDE LAW,UMA THURMAN",GATTACA,8,36000000,782,tt0119177,en,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",/gPYtuvhQvP7v5F1Tqt2iQWR3Y7i.jpg,12532777,106,243469,7.8,1997,SCI-FI
430,430,MacGruber,"RYAN PHILLIPE,KIRSTEN WIIG",MACGRUBER,6.5,10000000,37931,tt1470023,en,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",/4X8eGHtYPnLUQF9l3cb0Aj6IDaU.jpg,6110000,90,38164,5.5,2010,ACTION
431,431,Swingers,"JON FAVREAU,VINCE VAUGHN",SWINGERS,7.5,200000,10218,tt0117802,en,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",/h1nLEgXCNK6sQgup22SYgNTrwJm.jpg,4505922,94,68063,7.3,1996,COMEDY
432,432,Hard Candy,"ELLEN PAGE,SANDRA OH",HARD CANDY,7,950000,2652,tt0424136,en,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.",/1xInhmQVOOVS7xFT5DthpIwUTDI.jpg,7022209,103,140966,7.1,2005,DRAMA
433,433,Clerks,KEVIN SMITH,CLERKS,7,27000,2292,tt0109445,en,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",/biEvW2hTrnWwhh6EWyTsHOh3COg.jpg,3151130,92,192984,7.8,1994,COMEDY
434,434,Ghost Town,"RICKY GERVAIS,TEA LEONI",GHOST TOWN,7,0,12797,tt0995039,en,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",/ePrGYQ5SYLSclA8VDo6RvafaYGq.jpg,0,102,63663,6.7,2008,COMEDY
